,id,mood
289,AS14.08,6.4
290,AS14.08,6.6
291,AS14.08,6.4
292,AS14.08,7.2
293,AS14.08,6.8
294,AS14.08,7.2
295,AS14.08,6.5
296,AS14.08,6.333333333333333
297,AS14.08,6.25
298,AS14.08,7.166666666666667
299,AS14.08,6.8
300,AS14.08,7.6
301,AS14.08,7.2
302,AS14.08,6.6
303,AS14.08,7.0
304,AS14.08,7.5
305,AS14.08,7.4
306,AS14.08,7.6
307,AS14.08,7.0
308,AS14.08,6.5
309,AS14.08,6.25
310,AS14.08,7.6
311,AS14.08,7.6
312,AS14.08,7.0
313,AS14.08,7.6
314,AS14.08,6.6
315,AS14.08,6.4
316,AS14.08,6.6
336,AS14.09,7.0
337,AS14.09,6.75
338,AS14.09,7.25
339,AS14.09,6.2
340,AS14.09,7.75
341,AS14.09,7.8
342,AS14.09,8.25
343,AS14.09,8.0
344,AS14.09,7.75
345,AS14.09,7.0
346,AS14.09,7.6
347,AS14.09,6.2
348,AS14.09,7.6
349,AS14.09,7.25
350,AS14.09,7.5
351,AS14.09,6.8
352,AS14.09,6.2
353,AS14.09,7.2
354,AS14.09,6.5
355,AS14.09,6.0
356,AS14.09,6.8
357,AS14.09,7.0
358,AS14.09,6.0
359,AS14.09,5.8
360,AS14.09,6.0
361,AS14.09,5.5
362,AS14.09,7.0
363,AS14.09,6.6
364,AS14.09,8.0
365,AS14.09,6.25
366,AS14.09,6.5
381,AS14.12,7.0
382,AS14.12,6.75
383,AS14.12,6.75
384,AS14.12,5.625
385,AS14.12,6.4
386,AS14.12,6.4
387,AS14.12,6.0
388,AS14.12,5.4
389,AS14.12,6.5
390,AS14.12,6.2
391,AS14.12,6.25
392,AS14.12,6.4
393,AS14.12,6.25
394,AS14.12,5.25
395,AS14.12,6.4
396,AS14.12,6.6
397,AS14.12,6.8
398,AS14.12,5.6
399,AS14.12,6.6
400,AS14.12,6.8
401,AS14.12,7.0
402,AS14.12,6.8
403,AS14.12,6.6
404,AS14.12,5.8
405,AS14.12,6.4
406,AS14.12,6.0
407,AS14.12,6.5
408,AS14.12,5.8
421,AS14.13,7.8
422,AS14.13,7.0
423,AS14.13,6.4
424,AS14.13,6.6
425,AS14.13,7.0
426,AS14.13,7.8
427,AS14.13,6.4
428,AS14.13,6.4
429,AS14.13,8.4
430,AS14.13,7.4
431,AS14.13,8.8
432,AS14.13,7.6
433,AS14.13,8.4
434,AS14.13,7.4
435,AS14.13,7.6
436,AS14.13,7.2
437,AS14.13,6.2
438,AS14.13,7.0
439,AS14.13,7.5
440,AS14.13,7.4
441,AS14.13,7.6
442,AS14.13,7.8
443,AS14.13,6.8
444,AS14.13,6.25
445,AS14.13,7.4
446,AS14.13,8.2
447,AS14.13,7.8
448,AS14.13,7.6
449,AS14.13,6.8
450,AS14.13,6.8
451,AS14.13,6.6
452,AS14.13,6.8
453,AS14.13,6.0
454,AS14.13,6.0
455,AS14.13,6.4
456,AS14.13,3.5
473,AS14.14,6.4
474,AS14.14,5.8
475,AS14.14,6.0
476,AS14.14,6.5
477,AS14.14,5.75
478,AS14.14,7.0
479,AS14.14,6.6
480,AS14.14,6.2
481,AS14.14,8.0
482,AS14.14,6.5
483,AS14.14,6.75
484,AS14.14,6.2
485,AS14.14,7.0
486,AS14.14,7.333333333333333
487,AS14.14,7.5
488,AS14.14,7.4
489,AS14.14,7.4
490,AS14.14,7.0
491,AS14.14,6.8
492,AS14.14,8.0
493,AS14.14,6.666666666666667
494,AS14.14,7.75
495,AS14.14,7.5
496,AS14.14,7.5
497,AS14.14,6.0
498,AS14.14,6.0
499,AS14.14,6.2
500,AS14.14,6.5
501,AS14.14,6.75
502,AS14.14,7.5
516,AS14.15,6.75
517,AS14.15,6.166666666666667
518,AS14.15,6.4
519,AS14.15,7.2
520,AS14.15,7.4
521,AS14.15,7.0
522,AS14.15,7.0
523,AS14.15,7.0
524,AS14.15,7.0
525,AS14.15,7.0
526,AS14.15,7.0
527,AS14.15,7.2
528,AS14.15,7.0
529,AS14.15,7.2
530,AS14.15,7.0
531,AS14.15,7.4
532,AS14.15,7.2
533,AS14.15,7.2
534,AS14.15,7.2
535,AS14.15,7.2
536,AS14.15,7.2
537,AS14.15,7.8
538,AS14.15,6.2
539,AS14.15,6.8
540,AS14.15,6.8
541,AS14.15,7.0
542,AS14.15,7.2
543,AS14.15,7.0
544,AS14.15,7.4
545,AS14.15,7.0
546,AS14.15,7.0
547,AS14.15,7.0
548,AS14.15,7.0
549,AS14.15,6.4
550,AS14.15,6.0
551,AS14.15,7.0
552,AS14.15,7.0
570,AS14.16,7.4
571,AS14.16,6.4
572,AS14.16,6.6
573,AS14.16,7.2
574,AS14.16,6.6
575,AS14.16,6.4
576,AS14.16,5.666666666666667
577,AS14.16,6.8
578,AS14.16,6.5
579,AS14.16,7.0
580,AS14.16,6.4
581,AS14.16,6.0
582,AS14.16,5.6
583,AS14.16,6.0
584,AS14.16,6.5
585,AS14.16,5.75
586,AS14.16,5.4
587,AS14.16,6.0
588,AS14.16,5.8
589,AS14.16,6.4
590,AS14.16,6.25
591,AS14.16,6.2
592,AS14.16,7.0
593,AS14.16,6.75
594,AS14.16,7.0
595,AS14.16,6.4
596,AS14.16,7.2
597,AS14.16,6.6
598,AS14.16,7.0
599,AS14.16,7.0
600,AS14.16,6.4
601,AS14.16,7.0
602,AS14.16,6.6
603,AS14.16,7.25
604,AS14.16,7.0
605,AS14.16,6.8
622,AS14.17,8.0
623,AS14.17,7.25
624,AS14.17,7.5
625,AS14.17,7.6
626,AS14.17,7.2
627,AS14.17,7.333333333333333
628,AS14.17,6.2
629,AS14.17,6.4
630,AS14.17,7.25
631,AS14.17,8.0
632,AS14.17,7.4
633,AS14.17,7.4
634,AS14.17,7.4
635,AS14.17,7.0
636,AS14.17,7.5
637,AS14.17,7.2
638,AS14.17,7.2
639,AS14.17,7.2
640,AS14.17,6.8
641,AS14.17,8.0
642,AS14.17,7.25
643,AS14.17,7.4
644,AS14.17,7.5
645,AS14.17,7.2
646,AS14.17,7.0
647,AS14.17,7.0
648,AS14.17,7.25
649,AS14.17,7.0
650,AS14.17,7.0
651,AS14.17,7.0
652,AS14.17,6.75
653,AS14.17,7.2
654,AS14.17,7.2
655,AS14.17,7.2
656,AS14.17,7.0
657,AS14.17,7.0
658,AS14.17,7.2
659,AS14.17,7.0
677,AS14.19,6.6
678,AS14.19,7.0
679,AS14.19,6.0
680,AS14.19,5.5
681,AS14.19,6.0
682,AS14.19,6.6
683,AS14.19,6.6
684,AS14.19,7.4
685,AS14.19,7.0
686,AS14.19,7.2
687,AS14.19,6.4
688,AS14.19,7.6
689,AS14.19,6.6
690,AS14.19,7.0
691,AS14.19,8.0
692,AS14.19,7.25
693,AS14.19,6.6
694,AS14.19,6.8
695,AS14.19,7.2
696,AS14.19,6.75
697,AS14.19,6.8
698,AS14.19,7.2
699,AS14.19,7.2
700,AS14.19,7.0
701,AS14.19,6.4
702,AS14.19,6.8
703,AS14.19,6.8
704,AS14.19,6.8
705,AS14.19,6.8
706,AS14.19,7.6
707,AS14.19,6.4
722,AS14.20,7.0
723,AS14.20,7.5
724,AS14.20,7.6
725,AS14.20,6.8
726,AS14.20,6.0
727,AS14.20,6.8
728,AS14.20,7.0
729,AS14.20,6.25
730,AS14.20,7.4
731,AS14.20,7.5
732,AS14.20,7.0
733,AS14.20,6.25
734,AS14.20,6.5
735,AS14.20,6.666666666666667
736,AS14.20,7.0
737,AS14.20,7.0
738,AS14.20,7.0
739,AS14.20,6.8
740,AS14.20,7.25
741,AS14.20,7.75
742,AS14.20,7.0
743,AS14.20,7.5
744,AS14.20,6.8
745,AS14.20,6.8
746,AS14.20,6.8
747,AS14.20,6.8
748,AS14.20,7.2
749,AS14.20,6.4
750,AS14.20,6.75
751,AS14.20,7.5
752,AS14.20,7.6
753,AS14.20,7.4
768,AS14.23,7.0
769,AS14.23,5.8
770,AS14.23,6.2
771,AS14.23,7.0
772,AS14.23,7.0
773,AS14.23,7.0
774,AS14.23,7.25
775,AS14.23,7.0
776,AS14.23,7.5
777,AS14.23,7.5
778,AS14.23,7.0
779,AS14.23,7.0
780,AS14.23,7.0
781,AS14.23,6.5
782,AS14.23,7.0
783,AS14.23,5.75
784,AS14.23,6.6
785,AS14.23,7.2
786,AS14.23,7.0
787,AS14.23,7.0
788,AS14.23,7.75
789,AS14.23,7.2
790,AS14.23,7.25
791,AS14.23,7.4
792,AS14.23,7.4
793,AS14.23,7.6
806,AS14.24,7.6
807,AS14.24,7.4
808,AS14.24,6.75
809,AS14.24,7.0
810,AS14.24,7.25
811,AS14.24,7.8
812,AS14.24,7.5
813,AS14.24,7.2
814,AS14.24,7.5
815,AS14.24,6.8
816,AS14.24,6.2
817,AS14.24,7.6
818,AS14.24,7.0
819,AS14.24,6.8
820,AS14.24,6.0
821,AS14.24,6.333333333333333
822,AS14.24,7.4
823,AS14.24,7.0
824,AS14.24,6.833333333333333
825,AS14.24,7.5
826,AS14.24,6.0
827,AS14.24,7.0
828,AS14.24,7.0
829,AS14.24,7.4
830,AS14.24,7.0
831,AS14.24,7.25
832,AS14.24,7.0
833,AS14.24,7.5
834,AS14.24,5.2
835,AS14.24,6.4
836,AS14.24,7.0
837,AS14.24,7.6
838,AS14.24,7.2
839,AS14.24,7.4
840,AS14.24,7.0
841,AS14.24,6.2
842,AS14.24,6.6
860,AS14.25,7.4
861,AS14.25,6.5
862,AS14.25,7.75
863,AS14.25,7.0
864,AS14.25,6.6
865,AS14.25,6.4
866,AS14.25,6.5
867,AS14.25,7.2
868,AS14.25,6.5
869,AS14.25,6.25
870,AS14.25,7.5
871,AS14.25,6.8
872,AS14.25,7.4
873,AS14.25,8.25
874,AS14.25,6.5
875,AS14.25,6.0
876,AS14.25,6.25
877,AS14.25,7.0
878,AS14.25,7.375
879,AS14.25,7.2
889,AS14.26,7.0
890,AS14.26,6.6
891,AS14.26,6.4
892,AS14.26,6.2
893,AS14.26,8.0
894,AS14.26,8.2
895,AS14.26,7.2
896,AS14.26,7.0
897,AS14.26,6.6
898,AS14.26,6.4
899,AS14.26,6.8
900,AS14.26,6.75
901,AS14.26,8.0
902,AS14.26,6.75
903,AS14.26,6.75
904,AS14.26,6.4
905,AS14.26,6.4
906,AS14.26,6.6
907,AS14.26,6.6
908,AS14.26,7.75
909,AS14.26,7.0
910,AS14.26,7.4
911,AS14.26,6.8
912,AS14.26,6.8
913,AS14.26,6.0
914,AS14.26,7.2
915,AS14.26,8.0
916,AS14.26,8.0
917,AS14.26,6.4
918,AS14.26,7.25
919,AS14.26,6.2
920,AS14.26,5.8
921,AS14.26,6.6
922,AS14.26,8.0
923,AS14.26,7.8
924,AS14.26,8.0
925,AS14.26,6.6
926,AS14.26,6.2
927,AS14.26,6.8
928,AS14.26,7.2
929,AS14.26,7.8
930,AS14.26,7.4
931,AS14.26,6.5
932,AS14.26,6.8
933,AS14.26,6.6
934,AS14.26,6.8
956,AS14.27,7.0
957,AS14.27,7.4
958,AS14.27,7.0
959,AS14.27,7.6
960,AS14.27,7.6
961,AS14.27,7.0
962,AS14.27,7.4
963,AS14.27,5.8
964,AS14.27,7.0
965,AS14.27,8.75
966,AS14.27,7.6
967,AS14.27,7.2
968,AS14.27,7.8
969,AS14.27,7.6
970,AS14.27,8.6
971,AS14.27,7.5
972,AS14.27,7.2
973,AS14.27,6.8
974,AS14.27,7.8
975,AS14.27,8.0
976,AS14.27,7.6
977,AS14.27,7.6
978,AS14.27,9.333333333333334
979,AS14.27,8.0
980,AS14.27,7.8
981,AS14.27,7.2
982,AS14.27,6.6
983,AS14.27,7.6
997,AS14.28,7.5
998,AS14.28,6.8
999,AS14.28,8.0
1000,AS14.28,5.75
1001,AS14.28,7.6
1002,AS14.28,7.2
1003,AS14.28,8.0
1004,AS14.28,7.8
1005,AS14.28,7.0
1006,AS14.28,7.0
1007,AS14.28,7.4
1008,AS14.28,7.8
1009,AS14.28,7.2
1010,AS14.28,6.8
1011,AS14.28,6.8
1012,AS14.28,6.5
1013,AS14.28,7.8
1014,AS14.28,5.8
1015,AS14.28,6.75
1016,AS14.28,7.75
1017,AS14.28,8.0
1018,AS14.28,7.25
1019,AS14.28,7.0
1020,AS14.28,8.0
1021,AS14.28,7.0
1034,AS14.29,7.25
1035,AS14.29,8.0
1036,AS14.29,8.2
1037,AS14.29,7.75
1038,AS14.29,7.2
1039,AS14.29,7.8
1040,AS14.29,7.6
1041,AS14.29,8.6
1042,AS14.29,7.2
1043,AS14.29,8.25
1044,AS14.29,8.2
1045,AS14.29,8.0
1046,AS14.29,8.25
1047,AS14.29,7.8
1048,AS14.29,7.6
1049,AS14.29,8.0
1050,AS14.29,7.0
1051,AS14.29,7.5
1052,AS14.29,7.2
1053,AS14.29,6.4
1054,AS14.29,7.6
1055,AS14.29,7.8
1056,AS14.29,7.5
1057,AS14.29,6.0
1058,AS14.29,6.5
1059,AS14.29,7.0
1060,AS14.29,7.6
1061,AS14.29,7.8
1075,AS14.30,7.8
1076,AS14.30,7.6
1077,AS14.30,7.8
1078,AS14.30,7.8
1079,AS14.30,8.0
1080,AS14.30,6.8
1081,AS14.30,7.75
1082,AS14.30,7.8
1083,AS14.30,8.4
1084,AS14.30,7.6
1085,AS14.30,7.6
1086,AS14.30,7.8
1087,AS14.30,7.6
1088,AS14.30,8.0
1089,AS14.30,7.8
1090,AS14.30,8.0
1091,AS14.30,8.0
1092,AS14.30,7.6
1093,AS14.30,7.8
1094,AS14.30,7.75
1095,AS14.30,8.2
1096,AS14.30,7.666666666666667
1097,AS14.30,7.8
1098,AS14.30,7.2
1099,AS14.30,7.75
1100,AS14.30,7.6
1101,AS14.30,8.4
1102,AS14.30,7.6
1103,AS14.30,7.4
1104,AS14.30,7.8
1105,AS14.30,7.75
1106,AS14.30,7.8
1121,AS14.31,6.6
1122,AS14.31,6.8
1123,AS14.31,7.4
1124,AS14.31,6.6
1125,AS14.31,6.6
1126,AS14.31,7.0
1127,AS14.31,7.0
1128,AS14.31,7.2
1129,AS14.31,7.8
1130,AS14.31,7.0
1131,AS14.31,6.8
1132,AS14.31,6.2
1133,AS14.31,7.0
1134,AS14.31,6.75
1135,AS14.31,7.0
1136,AS14.31,6.8
1137,AS14.31,7.8
1138,AS14.31,8.0
1139,AS14.31,6.4
1140,AS14.31,7.0
1141,AS14.31,7.0
1142,AS14.31,6.5
1143,AS14.31,7.0
1144,AS14.31,7.0
1145,AS14.31,7.4
1146,AS14.31,6.8
1147,AS14.31,7.0
1148,AS14.31,7.0
1149,AS14.31,7.0
1163,AS14.32,7.0
1164,AS14.32,8.0
1165,AS14.32,8.0
1166,AS14.32,8.4
1167,AS14.32,7.6
1168,AS14.32,7.0
1169,AS14.32,7.8
1170,AS14.32,7.333333333333333
1171,AS14.32,8.25
1172,AS14.32,7.666666666666667
1173,AS14.32,8.6
1174,AS14.32,8.0
1175,AS14.32,7.5
1176,AS14.32,8.0
1177,AS14.32,8.5
1178,AS14.32,8.5
1179,AS14.32,7.0
1180,AS14.32,7.0
1181,AS14.32,7.0
1182,AS14.32,8.0
1183,AS14.32,8.0
1184,AS14.32,7.0
1185,AS14.32,7.5
1186,AS14.32,8.0
1187,AS14.32,7.0
1199,AS14.33,7.2
1200,AS14.33,7.4
1201,AS14.33,7.666666666666667
1202,AS14.33,7.4
1203,AS14.33,7.2
1204,AS14.33,6.2
1205,AS14.33,5.2
1206,AS14.33,7.0
1207,AS14.33,8.4
1208,AS14.33,7.6
1209,AS14.33,6.2
1210,AS14.33,6.75
1211,AS14.33,6.2
1212,AS14.33,6.4
1213,AS14.33,7.0
1214,AS14.33,8.333333333333334
1215,AS14.33,7.333333333333333
1216,AS14.33,5.0
1217,AS14.33,6.6
1218,AS14.33,4.8
1219,AS14.33,7.6
1220,AS14.33,6.0
1221,AS14.33,6.0
1222,AS14.33,5.0
1223,AS14.33,6.833333333333333
1224,AS14.33,6.0
1225,AS14.33,7.0
1226,AS14.33,6.0
1227,AS14.33,6.0
