id,time,variable,value
AS14.01,2014-04-12,appCat.utilities,352.392
AS14.01,2014-04-12,circumplex.arousal,-0.75
AS14.01,2014-04-12,circumplex.valence,0.75
AS14.01,2014-04-12,downtime,972382.7289999999
AS14.01,2014-04-12,mood,7.25
AS14.01,2014-04-13,activity,0.3365118949048974
AS14.01,2014-04-13,appCat.builtin,447.415
AS14.01,2014-04-13,appCat.communication,1096.795
AS14.01,2014-04-13,appCat.entertainment,249.392
AS14.01,2014-04-13,appCat.finance,82.413
AS14.01,2014-04-13,appCat.other,94.209
AS14.01,2014-04-13,appCat.social,34.501999999999995
AS14.01,2014-04-13,circumplex.arousal,-1.25
AS14.01,2014-04-13,circumplex.valence,1.0
AS14.01,2014-04-13,downtime,877265.958
AS14.01,2014-04-13,mood,8.0
AS14.01,2014-04-14,activity,2.0132955472772207
AS14.01,2014-04-14,appCat.builtin,961.581
AS14.01,2014-04-14,appCat.communication,6486.284
AS14.01,2014-04-14,appCat.entertainment,6265.556
AS14.01,2014-04-14,appCat.finance,89.32300000000001
AS14.01,2014-04-14,appCat.other,145.096
AS14.01,2014-04-14,appCat.social,2921.9849999999997
AS14.01,2014-04-14,appCat.travel,29.104
AS14.01,2014-04-14,appCat.utilities,986.014
AS14.01,2014-04-14,call,1.0
AS14.01,2014-04-14,circumplex.arousal,-1.2
AS14.01,2014-04-14,circumplex.valence,0.6
AS14.01,2014-04-14,downtime,997242.917
AS14.01,2014-04-14,mood,7.2
AS14.01,2014-04-14,sms,1.0
AS14.01,2014-04-15,activity,2.1626916667374063
AS14.01,2014-04-15,appCat.builtin,1596.356
AS14.01,2014-04-15,appCat.communication,6224.231
AS14.01,2014-04-15,appCat.entertainment,944.5219999999999
AS14.01,2014-04-15,appCat.finance,13.043
AS14.01,2014-04-15,appCat.other,110.41499999999999
AS14.01,2014-04-15,appCat.social,4428.21
AS14.01,2014-04-15,appCat.travel,8.363
AS14.01,2014-04-15,appCat.utilities,279.793
AS14.01,2014-04-15,call,8.0
AS14.01,2014-04-15,circumplex.arousal,0.0
AS14.01,2014-04-15,circumplex.valence,0.8
AS14.01,2014-04-15,downtime,1064279.178
AS14.01,2014-04-15,mood,6.4
AS14.01,2014-04-15,sms,1.0
AS14.01,2014-04-16,activity,2.7866480670509333
AS14.01,2014-04-16,appCat.builtin,923.613
AS14.01,2014-04-16,appCat.communication,5175.016
AS14.01,2014-04-16,appCat.entertainment,426.734
AS14.01,2014-04-16,appCat.other,40.784
AS14.01,2014-04-16,appCat.social,1912.852
AS14.01,2014-04-16,appCat.utilities,223.587
AS14.01,2014-04-16,circumplex.arousal,0.75
AS14.01,2014-04-16,circumplex.valence,0.5
AS14.01,2014-04-16,downtime,959781.366
AS14.01,2014-04-16,mood,7.2
AS14.01,2014-04-16,sms,1.0
AS14.01,2014-04-17,activity,1.3660285601303237
AS14.01,2014-04-17,appCat.builtin,552.201
AS14.01,2014-04-17,appCat.communication,11853.339
AS14.01,2014-04-17,appCat.entertainment,142.241
AS14.01,2014-04-17,appCat.other,53.763
AS14.01,2014-04-17,appCat.social,2107.146
AS14.01,2014-04-17,appCat.utilities,49.718
AS14.01,2014-04-17,call,2.0
AS14.01,2014-04-17,circumplex.arousal,-0.4
AS14.01,2014-04-17,circumplex.valence,0.6
AS14.01,2014-04-17,downtime,948620.834
AS14.01,2014-04-17,mood,6.6
AS14.01,2014-04-18,activity,2.256792160679426
AS14.01,2014-04-18,appCat.builtin,1860.8980000000001
AS14.01,2014-04-18,appCat.communication,5341.657
AS14.01,2014-04-18,appCat.entertainment,774.354
AS14.01,2014-04-18,appCat.finance,119.163
AS14.01,2014-04-18,appCat.other,47.789
AS14.01,2014-04-18,appCat.social,1993.922
AS14.01,2014-04-18,appCat.travel,63.874
AS14.01,2014-04-18,appCat.utilities,88.68
AS14.01,2014-04-18,call,1.0
AS14.01,2014-04-18,circumplex.arousal,-0.8
AS14.01,2014-04-18,circumplex.valence,0.8
AS14.01,2014-04-18,downtime,999266.156
AS14.01,2014-04-18,mood,6.8
AS14.01,2014-04-19,activity,2.3863658813721664
AS14.01,2014-04-19,appCat.builtin,946.1899999999999
AS14.01,2014-04-19,appCat.communication,2728.26
AS14.01,2014-04-19,appCat.entertainment,469.274
AS14.01,2014-04-19,appCat.finance,95.62899999999999
AS14.01,2014-04-19,appCat.game,29.084
AS14.01,2014-04-19,appCat.other,31.482
AS14.01,2014-04-19,appCat.social,396.672
AS14.01,2014-04-19,appCat.travel,128.89
AS14.01,2014-04-19,appCat.utilities,305.796
AS14.01,2014-04-19,call,1.0
AS14.01,2014-04-19,circumplex.arousal,-0.2
AS14.01,2014-04-19,circumplex.valence,1.0
AS14.01,2014-04-19,downtime,1127339.974
AS14.01,2014-04-19,mood,7.8
AS14.01,2014-04-20,activity,1.7207735899916672
AS14.01,2014-04-20,appCat.builtin,897.086
AS14.01,2014-04-20,appCat.communication,4984.724
AS14.01,2014-04-20,appCat.entertainment,727.492
AS14.01,2014-04-20,appCat.finance,10.606
AS14.01,2014-04-20,appCat.other,34.202
AS14.01,2014-04-20,appCat.social,2237.742
AS14.01,2014-04-20,appCat.utilities,121.035
AS14.01,2014-04-20,call,2.0
AS14.01,2014-04-20,circumplex.arousal,-0.25
AS14.01,2014-04-20,circumplex.valence,0.75
AS14.01,2014-04-20,downtime,999048.505
AS14.01,2014-04-20,mood,7.25
AS14.01,2014-04-20,sms,2.0
AS14.01,2014-04-21,activity,2.448985415237932
AS14.01,2014-04-21,appCat.builtin,3442.2319999999995
AS14.01,2014-04-21,appCat.communication,2004.347
AS14.01,2014-04-21,appCat.entertainment,74.88
AS14.01,2014-04-21,appCat.finance,33.266
AS14.01,2014-04-21,appCat.other,58.049
AS14.01,2014-04-21,appCat.social,428.972
AS14.01,2014-04-21,appCat.travel,68.278
AS14.01,2014-04-21,appCat.utilities,210.882
AS14.01,2014-04-21,call,2.0
AS14.01,2014-04-21,circumplex.arousal,-0.25
AS14.01,2014-04-21,circumplex.valence,1.0
AS14.01,2014-04-21,downtime,882698.112
AS14.01,2014-04-21,mood,7.6
AS14.01,2014-04-22,activity,2.206309243735009
AS14.01,2014-04-22,appCat.builtin,2212.954
AS14.01,2014-04-22,appCat.communication,11360.913
AS14.01,2014-04-22,appCat.entertainment,1101.017
AS14.01,2014-04-22,appCat.finance,38.452999999999996
AS14.01,2014-04-22,appCat.other,63.16
AS14.01,2014-04-22,appCat.social,1422.548
AS14.01,2014-04-22,appCat.utilities,423.215
AS14.01,2014-04-22,call,2.0
AS14.01,2014-04-22,circumplex.arousal,0.2
AS14.01,2014-04-22,circumplex.valence,1.0
AS14.01,2014-04-22,downtime,1136330.818
AS14.01,2014-04-22,mood,7.4
AS14.01,2014-04-23,activity,1.1036565392103728
AS14.01,2014-04-23,appCat.builtin,1130.8419999999999
AS14.01,2014-04-23,appCat.communication,8928.472
AS14.01,2014-04-23,appCat.entertainment,347.427
AS14.01,2014-04-23,appCat.finance,18.051
AS14.01,2014-04-23,appCat.other,42.397999999999996
AS14.01,2014-04-23,appCat.social,526.598
AS14.01,2014-04-23,appCat.utilities,246.944
AS14.01,2014-04-23,call,1.0
AS14.01,2014-04-23,circumplex.arousal,0.2
AS14.01,2014-04-23,circumplex.valence,1.0
AS14.01,2014-04-23,downtime,1008815.197
AS14.01,2014-04-23,mood,7.6
AS14.01,2014-04-24,activity,1.2216717166568232
AS14.01,2014-04-24,appCat.builtin,1466.271
AS14.01,2014-04-24,appCat.communication,9692.133
AS14.01,2014-04-24,appCat.entertainment,4464.975
AS14.01,2014-04-24,appCat.finance,209.937
AS14.01,2014-04-24,appCat.other,31.933
AS14.01,2014-04-24,appCat.social,2688.536
AS14.01,2014-04-24,appCat.travel,51.184
AS14.01,2014-04-24,appCat.utilities,716.197
AS14.01,2014-04-24,call,1.0
AS14.01,2014-04-24,circumplex.arousal,-0.4
AS14.01,2014-04-24,circumplex.valence,1.0
AS14.01,2014-04-24,downtime,1010543.891
AS14.01,2014-04-24,mood,7.6
AS14.01,2014-04-25,activity,2.617465527283859
AS14.01,2014-04-25,appCat.builtin,817.613
AS14.01,2014-04-25,appCat.communication,7279.144
AS14.01,2014-04-25,appCat.entertainment,650.832
AS14.01,2014-04-25,appCat.finance,21.070999999999998
AS14.01,2014-04-25,appCat.other,68.84700000000001
AS14.01,2014-04-25,appCat.social,2227.694
AS14.01,2014-04-25,appCat.travel,63.315999999999995
AS14.01,2014-04-25,appCat.utilities,347.974
AS14.01,2014-04-25,call,2.0
AS14.01,2014-04-25,circumplex.arousal,-0.2
AS14.01,2014-04-25,circumplex.valence,0.8
AS14.01,2014-04-25,downtime,1140880.077
AS14.01,2014-04-25,mood,7.2
AS14.01,2014-04-25,sms,1.0
AS14.01,2014-04-26,activity,4.927721747357404
AS14.01,2014-04-26,appCat.builtin,864.519
AS14.01,2014-04-26,appCat.communication,2567.857
AS14.01,2014-04-26,appCat.entertainment,125.556
AS14.01,2014-04-26,appCat.finance,27.266999999999996
AS14.01,2014-04-26,appCat.other,46.205
AS14.01,2014-04-26,appCat.social,2368.377
AS14.01,2014-04-26,appCat.travel,470.77299999999997
AS14.01,2014-04-26,appCat.unknown,3.148
AS14.01,2014-04-26,appCat.utilities,315.76300000000003
AS14.01,2014-04-26,call,3.0
AS14.01,2014-04-26,circumplex.arousal,-0.2
AS14.01,2014-04-26,circumplex.valence,1.0
AS14.01,2014-04-26,downtime,1198700.119
AS14.01,2014-04-26,mood,7.6
AS14.01,2014-04-26,sms,4.0
AS14.01,2014-04-27,activity,0.6705363235772013
AS14.01,2014-04-27,appCat.builtin,1291.314
AS14.01,2014-04-27,appCat.communication,2431.498
AS14.01,2014-04-27,appCat.entertainment,1510.221
AS14.01,2014-04-27,appCat.other,1056.684
AS14.01,2014-04-27,appCat.social,27.47
